relay_ruta,subrelay,etapa,escenario,MW_deslastrados
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 5,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 6,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt1,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt2,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt3,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt4,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt5,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZVMELE_ZHNSAE-L1-REF542.ElmRelay,Frequency elements (F81),dfdt6,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 1 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 2 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 3 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 4 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 5 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\VILLA MELLA.ElmRelay,VILLA MELLA,EDE 6 F<,P10,13.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 1,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 2,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 3,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 4,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 5,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),Frequency 6,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt1,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt2,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt3,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt4,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt5,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\ZVMELE.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\ZVMELE_ZPAL2E-L1-REF542.ElmRelay,Frequency elements (F81),dfdt6,P10,19.38
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 1 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 2 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 3 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 4 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 5 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO.ElmRelay,EL CHIVO,EDN 6 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 0 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 0 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 0 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 1 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 1 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 1 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 2 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 2 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 2 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 3 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 3 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 3 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 4 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 4 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 4 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 5 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 5 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 5 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 6 F<,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 6 Start-dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZECHIF.ElmSubstat\WECHIF(2).ElmTerm\WBECHIF(2).StaCubic\EL CHIVO dF/dt.ElmRelay,EL CHIVO dF/dt,EDN 6 dF/dt,P10,18.22
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK.StaCubic\RINCON >f.ElmRelay,RINCON >f,F>,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK.StaCubic\RINCON >f.ElmRelay,RINCON >f,dFdt,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\Terminal Rincón.ElmTerm\WRINCK.StaCubic\RINCON <f.ElmRelay,RINCON <f,F<,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 1 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 2 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 3 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 4 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 5 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\ZNAGUF.ElmSubstat\WNAGUF(1).ElmTerm\WBNAGUF(1).StaCubic\NAGUA.ElmRelay,NAGUA,EDN 6 F<,P10,16.81
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\LA VEGA 1 >f.ElmRelay,LA VEGA 1 >f,F>,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\LA VEGA 1 >f.ElmRelay,LA VEGA 1 >f,dFdt,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\LA VEGA 1 <f.ElmRelay,LA VEGA 1 <f,F<,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\LA VEGA 2 >f.ElmRelay,LA VEGA 2 >f,F>,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\LA VEGA 2 >f.ElmRelay,LA VEGA 2 >f,dFdt,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\ZGVEGF.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\LA VEGA 2 <f.ElmRelay,LA VEGA 2 <f,F<,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 1 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 2 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 3 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 4 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 5 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\ZBPERF.ElmSubstat\WBPERF(6).ElmTerm\WBBOPEF(1).StaCubic\BONAO PER.ElmRelay,BONAO PER,EDN 6 F<,P10,15.65
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\CEPP 1 >f.ElmRelay,CEPP 1 >f,F>,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\CEPP 1 >f.ElmRelay,CEPP 1 >f,dFdt,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\CEPP 1 <f.ElmRelay,CEPP 1 <f,F<,P10,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 1 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 2 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 3 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 4 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 5 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZPPLAF.ElmSubstat\5.ElmTerm\Cub_1.StaCubic\PUERTO PLATA.ElmRelay,PUERTO PLATA,EDN 6 F<,P10,19.51
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZLVEGF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA VEGA.ElmRelay,LA VEGA,EDN 1 F<,P10,17.26
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\ZLVEGF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA VEGA.ElmRelay,LA VEGA,EDN 2 F<,P10,17.26
